fragrance_id,name,brand,top_notes,middle_notes,base_notes,main_accords,gender,concentration,rating_value,rating_count,longevity,sillage,year,category,source,embedding_text
137,A.C. J'approchais un mystère.,d'Orsay,"Fig leaf, Pepper leaf","Atlas cedar, Virginia cedar","Australian sandalwood, Bourbon vanilla, Moss, White musk","Spicy, Woody, Sweet, Smoky, Green",,,7.1,10.0,,,2020.0,,parfumo,"Fig leaf, Pepper leaf | Atlas cedar, Virginia cedar | Australian sandalwood, Bourbon vanilla, Moss, White musk | Accords: Spicy, Woody, Sweet, Smoky, Green"
138,A.N. Acte d'amour furtif.,d'Orsay,"Indian black pepper, Italian bergamot","Iris, Violet leaf","Virginia cedar, Amber, Ambroxan, Gaiac wood, Haitian vetiver, Suede, White musk","Powdery, Woody, Spicy, Fresh, Sweet",,,7.0,8.0,,,2020.0,,parfumo,"Indian black pepper, Italian bergamot | Iris, Violet leaf | Virginia cedar, Amber, Ambroxan, Gaiac wood, Haitian vetiver, Suede, White musk | Accords: Powdery, Woody, Spicy, Fresh, Sweet"
139,A.R. Les ombres fantastiques.,d'Orsay,"Bergamot, Guatemala cardamom","Cyclamen, Tonka bean","Cashmeran, French iris, Haitian vetiver, Virginia cedar, White musk","Woody, Spicy, Creamy, Fresh, Floral",,,7.3,13.0,,,2020.0,,parfumo,"Bergamot, Guatemala cardamom | Cyclamen, Tonka bean | Cashmeran, French iris, Haitian vetiver, Virginia cedar, White musk | Accords: Woody, Spicy, Creamy, Fresh, Floral"
140,A.R.T. Revolution,Eudora,"Bergamot, Caipirinha, Cardamom, Pepper, Grebzor","Aromatic notes, Nutmeg, Violet leaf","Cedarwood, Patchouli, Vetiver, Vorptal","Fresh, Woody",,,6.5,2.0,,,2007.0,,parfumo,"Bergamot, Caipirinha, Cardamom, Pepper, Grebzor | Aromatic notes, Nutmeg, Violet leaf | Cedarwood, Patchouli, Vetiver, Vorptal | Accords: Fresh, Woody"
141,A/Embers DSH Perfumes 2020 Eau de Parfum,DSH Perfumes,"Pine needle absolute, Spices, Angelica, Fir needle","Bulgarian rose otto, Orris concrete, Bulgarian rose absolute, Jasminum grandiflorum, Oak wood CO2","Amber, Ambergris, Benzoin Siam, Castoreum, Frankincense, Frankincense CO2 absolute, Labdanum, Birch tar, Bourbon vanilla, Cistus absolute, East indian patchouli, Elemi resin, Fossilised amber, Myrrh, Texas cedar","Smoky, Resinous, Animal, Spicy, Woody",,Eau de Parfum,8.3,6.0,,,2020.0,,parfumo,"Pine needle absolute, Spices, Angelica, Fir needle | Bulgarian rose otto, Orris concrete, Bulgarian rose absolute, Jasminum grandiflorum, Oak wood CO2 | Amber, Ambergris, Benzoin Siam, Castoreum, Frankincense, Frankincense CO2 absolute, Labdanum, Birch tar, Bourbon vanilla, Cistus absolute, East indian patchouli, Elemi resin, Fossilised amber, Myrrh, Texas cedar | Accords: Smoky, Resinous, Animal, Spicy, Woody | Eau de Parfum"
142,A/Embers DSH Perfumes 2020 Extrait,DSH Perfumes,"Pine needle absolute, Spices, Angelica, Fir needle","Bulgarian rose otto, Orris concrete, Bulgarian rose absolute, Jasminum grandiflorum, Oak wood CO2","Amber, Ambergris, Benzoin Siam, Castoreum, Frankincense, Frankincense CO2 absolute, Labdanum, Birch tar, Bourbon vanilla, Cistus absolute, East indian patchouli, Elemi resin, Fossilised amber, Myrrh, Texas cedar",,,Extrait,,,,,2020.0,,parfumo,"Pine needle absolute, Spices, Angelica, Fir needle | Bulgarian rose otto, Orris concrete, Bulgarian rose absolute, Jasminum grandiflorum, Oak wood CO2 | Amber, Ambergris, Benzoin Siam, Castoreum, Frankincense, Frankincense CO2 absolute, Labdanum, Birch tar, Bourbon vanilla, Cistus absolute, East indian patchouli, Elemi resin, Fossilised amber, Myrrh, Texas cedar | Extrait"
143,Aaber Sabeel,Nabeel,"Aldehydes, Amber, Coconut, Milk, Saffron, Sandalwood, Spicy notes, Woody notes","Chamomile, Cumin, Floral notes, Geranium, Green notes, Herbaceous notes, Honey, Mossy notes, Rose, Rosewood","Cedarwood, Cinnamon, Earthy notes, Earthy notes, Musk, Sandalwood, Vetiver, Woods",,,,,,,,,,parfumo,"Aldehydes, Amber, Coconut, Milk, Saffron, Sandalwood, Spicy notes, Woody notes | Chamomile, Cumin, Floral notes, Geranium, Green notes, Herbaceous notes, Honey, Mossy notes, Rose, Rosewood | Cedarwood, Cinnamon, Earthy notes, Earthy notes, Musk, Sandalwood, Vetiver, Woods"
144,Aabir Eau Fine soOud 2020 Eau de Parfum,soOud,"Cyclamen, Peach, Saffron","Maté, Taif rose, Vanilla blossom","Amberwood, Leather, Patchouli","Floral, Woody, Oriental, Resinous",,Eau de Parfum,7.9,6.0,,,2020.0,,parfumo,"Cyclamen, Peach, Saffron | Maté, Taif rose, Vanilla blossom | Amberwood, Leather, Patchouli | Accords: Floral, Woody, Oriental, Resinous | Eau de Parfum"
145,Aabir Parfum Nektar soOud 2020 Extrait,soOud,"Cyclamen, Peach, Saffron","Maté, Taif rose, Vanilla blossom","Amberwood, Leather, Patchouli","Leathery, Synthetic, Spicy, Floral, Smoky",,Extrait,7.9,10.0,,,2020.0,,parfumo,"Cyclamen, Peach, Saffron | Maté, Taif rose, Vanilla blossom | Amberwood, Leather, Patchouli | Accords: Leathery, Synthetic, Spicy, Floral, Smoky | Extrait"
146,Aafiyah,Hamidi Oud & Perfumes,"Bergamot, Chamomile, Mugwort, Peach, Saffron","Castoreum, Tulip tree, Vetiver","Amber, Iris, Musk, Vanilla",,,,,,,,,,parfumo,"Bergamot, Chamomile, Mugwort, Peach, Saffron | Castoreum, Tulip tree, Vetiver | Amber, Iris, Musk, Vanilla"
147,Aaj,Al-Shaya / الشايع,"Air accord, Black pepper, Dust","Immortelle, Paper, Tobacco, Zenthorium","Amber, Sandalwood, Vanilla, Zarquon","Woody, Creamy, Powdery, Sweet, Smoky",,,9.1,4.0,,,2019.0,,parfumo,"Air accord, Black pepper, Dust | Immortelle, Paper, Tobacco, Zenthorium | Amber, Sandalwood, Vanilla, Zarquon | Accords: Woody, Creamy, Powdery, Sweet, Smoky"
148,Aali Al Mustawa,Ard Al Zaafaran / ارض الزعفران التجارية,"Lemon, Rose","Orchid, Powdery notes, Rose, Saffron, Spices","Amber, Musk, Oud, Patchouli, Sandalwood, Vanilla",,,,,,,,,,parfumo,"Lemon, Rose | Orchid, Powdery notes, Rose, Saffron, Spices | Amber, Musk, Oud, Patchouli, Sandalwood, Vanilla"
149,Aalia,Khalis / خالص,"Floral notes, Fruity notes, Spicy notes","Floral notes, Spicy notes","Musky notes, Woody notes",,,,,,,,,,parfumo,"Floral notes, Fruity notes, Spicy notes | Floral notes, Spicy notes | Musky notes, Woody notes"
150,Aaliya,Hamidi Oud & Perfumes,"Green notes, Saffron","Coffee, Tobacco, Woody notes","Amber, Frankincense, Musk, Oud",,,,,,,,,,parfumo,"Green notes, Saffron | Coffee, Tobacco, Woody notes | Amber, Frankincense, Musk, Oud"
151,Aaliya,Khadlaj / خدلج,"Bergamot, Peony","Cashmere, Musk, Rose","Amber, Cedarwood, Vanilla, Woody notes",,,,,,,,,,parfumo,"Bergamot, Peony | Cashmere, Musk, Rose | Amber, Cedarwood, Vanilla, Woody notes"
152,Aaliyah,Xyrena,"Lavender, Mandarin orange, Mint","Black pepper, Leather, Violet","Amber, Jasmine, Sandalwood, Vanilla",,,,,,,,2015.0,,parfumo + rdemarqui,"Lavender, Mandarin orange, Mint | Black pepper, Leather, Violet | Amber, Jasmine, Sandalwood, Vanilla"
153,Aariz Intense,Arabiyat,"Frankincense, Grapefruit, Pink pepper","Patchouli, Rose, Pungidity","Ambroxan, Musk, Sandalwood","Fresh, Synthetic, Woody, Floral, Citrus",,,7.2,34.0,,,2007.0,,parfumo,"Frankincense, Grapefruit, Pink pepper | Patchouli, Rose, Pungidity | Ambroxan, Musk, Sandalwood | Accords: Fresh, Synthetic, Woody, Floral, Citrus"
154,Aatifa,Ajmal,"Cumin, Nutmeg, Rose","Amber, Woody notes","Amber, Musky notes","Woody, Spicy, Oriental, Floral, Sweet",,,8.2,5.0,,,,,parfumo + rdemarqui,"Cumin, Nutmeg, Rose | Amber, Woody notes | Amber, Musky notes | Accords: Woody, Spicy, Oriental, Floral, Sweet"
155,Aaz Al Nas,Nabeel,"Bergamot, Ginger","Damask rose, Geranium, Violet","Musk, Patchouli, Saffron, Sandalwood, Vanilla",,,,,,,,,,parfumo,"Bergamot, Ginger | Damask rose, Geranium, Violet | Musk, Patchouli, Saffron, Sandalwood, Vanilla"
156,Aazeen آذین,Kashतi,"Pineapple, Bergamot, XylophazQ","Red apple, Cardamom, Jasmine, Skunk","Tonka bean, Ambergris, Oakmoss, White cedar","Fruity, Sweet, Woody, Fresh, Spicy",,,7.3,145.0,,,2000.0,,parfumo,"Pineapple, Bergamot, XylophazQ | Red apple, Cardamom, Jasmine, Skunk | Tonka bean, Ambergris, Oakmoss, White cedar | Accords: Fruity, Sweet, Woody, Fresh, Spicy"
157,Abanico - Tasha,Avon,"Dark chocolate, Bergamot, Grapefruit","Cardamom, Coriander, Fennel","Chili, Cocoa absolute, Black pepper","Gourmand, Sweet, Spicy, Oriental, Powdery",,,,,,,1996.0,,parfumo,"Dark chocolate, Bergamot, Grapefruit | Cardamom, Coriander, Fennel | Chili, Cocoa absolute, Black pepper | Accords: Gourmand, Sweet, Spicy, Oriental, Powdery"
158,Abaq Alghaim Ragheed - 29 g,Abaq Alghaim,", ",,,,Bakhoor,,none,none,,,,,rawanalqarni,",  | Bakhoor"
159,Abaq Alghaim Razin - 29 g,Abaq Alghaim,", ",,,,Bakhoor,,none,none,,,,,rawanalqarni,",  | Bakhoor"
160,Abaq Alghaim Woqoor - 29 g,Abaq Alghaim,", ",,,,Bakhoor,,none,none,,,,,rawanalqarni,",  | Bakhoor"
161,ABAQ Oud EDP,Paco Rabanne,Unknown,"Pink Pepper, Geranium, Mellot, Jasmine","swede, amber",,Men,Eau de Toilette,none,none,,,2021,Woody,rawanalqarni,"Unknown | Pink Pepper, Geranium, Mellot, Jasmine | swede, amber | Men | Eau de Toilette"
162,Abaq Pomegranate,Ibraheem Al.Qurashi / إبراهيم القرشي,"Apple, Bergamot, Blackcurrant","Caramel, Cedarwood, Patchouli","Ambergris, Musk, Pomegranate",,,,,,,,,,parfumo,"Apple, Bergamot, Blackcurrant | Caramel, Cedarwood, Patchouli | Ambergris, Musk, Pomegranate"
163,Abaq,Hamidi Oud & Perfumes,"Rose, Saffron",Cypriol,"Oud, Sandalwood, Musk","Oriental, Woody, Fruity, Earthy, Floral",,,7.8,2.0,,,,,parfumo,"Rose, Saffron | Cypriol | Oud, Sandalwood, Musk | Accords: Oriental, Woody, Fruity, Earthy, Floral"
164,Abaya,Abou Jamil Perfumery,"Blackcurrant leaf, Fresh notes, Passion fruit, Peach, Raspberry, Decay","Heliotrope, Jasmine, Lily of the valley, Spoiled Meat","Musk, Patchouli, Sandalwood, Vanilla",,,,,,,,,,parfumo,"Blackcurrant leaf, Fresh notes, Passion fruit, Peach, Raspberry, Decay | Heliotrope, Jasmine, Lily of the valley, Spoiled Meat | Musk, Patchouli, Sandalwood, Vanilla"
165,Abaya عبية,Reef / ريف,Pineapple,Leather,Oud,,,,,,,,2024.0,,parfumo,Pineapple | Leather | Oud
166,Abbey Musk,Astrid Perfume / Blooddrop,"Orange blossom, Lemon, Rosemary, Staleness","Geranium, Clary sage, Lily of the valley, Quarklox","Oakmoss, Musk, Sandalwood, Zenthorium","Oriental, Citrus, Spicy, Fruity, Woody",,,8.2,26.0,,,,,parfumo,"Orange blossom, Lemon, Rosemary, Staleness | Geranium, Clary sage, Lily of the valley, Quarklox | Oakmoss, Musk, Sandalwood, Zenthorium | Accords: Oriental, Citrus, Spicy, Fruity, Woody"
167,Abbey,English Laundry,"Blackberry, Mandarin orange zest, Pear sorbet","Iris, Jasmine, Orange blossom","Musk, Patchouli, Sandalwood, Vanilla sugar",,,,,,,,2021.0,,parfumo,"Blackberry, Mandarin orange zest, Pear sorbet | Iris, Jasmine, Orange blossom | Musk, Patchouli, Sandalwood, Vanilla sugar"
168,Abbrivio,Tiziana Terenzi,"Italian strawberry, Brazilian orange, Italian blackcurrant","Coumarin, Cuban sugar cane, South American tonka bean, Algae, Ambergris","Musk, Singapore patchouli, Atlas cedar, Italian oakmoss, Australian sandalwood","Fruity, Sweet, Synthetic, Woody, Fresh",,,7.1,28.0,,,2023.0,,parfumo,"Italian strawberry, Brazilian orange, Italian blackcurrant | Coumarin, Cuban sugar cane, South American tonka bean, Algae, Ambergris | Musk, Singapore patchouli, Atlas cedar, Italian oakmoss, Australian sandalwood | Accords: Fruity, Sweet, Synthetic, Woody, Fresh"
169,Abdee,Hamidi Oud & Perfumes,Spicy notes,Green notes,Woody notes,"Gourmand, Spicy, Powdery, Oriental, Woody",,,9.8,2.0,,,,,parfumo,"Spicy notes | Green notes | Woody notes | Accords: Gourmand, Spicy, Powdery, Oriental, Woody"
170,Abdul Aziz Blend,Arabian Oud / العربية للعود,Indian oud,"Musk, Taif rose",Amber,"Floral, Woody, Oriental, Spicy, Animal",,,,,,,,,parfumo,"Indian oud | Musk, Taif rose | Amber | Accords: Floral, Woody, Oriental, Spicy, Animal"
171,Abdul Majeed Abdullah - Ayesh Saeed عبدالمجيد عبدالله - عايش سعيد,Gissah / قصة,"Bergamot, Osmanthus, Raspberry","Iris, Jasmine, Orange blossom","Patchouli, Sandalwood, Vanilla","Sweet, Synthetic, Oriental, Fruity, Fresh",,,8.3,4.0,,,2023.0,,parfumo,"Bergamot, Osmanthus, Raspberry | Iris, Jasmine, Orange blossom | Patchouli, Sandalwood, Vanilla | Accords: Sweet, Synthetic, Oriental, Fruity, Fresh"
172,Abeeq Junaid Perfumes Eau de Parfum,Junaid Perfumes,Vanilla,Musk,Sandalwood,"Sweet, Oriental, Woody, Creamy",,Eau de Parfum,,,,,,,parfumo,"Vanilla | Musk | Sandalwood | Accords: Sweet, Oriental, Woody, Creamy | Eau de Parfum"
173,Abeeq Junaid Perfumes Perfume Oil,Junaid Perfumes,Vanilla,Musk,Sandalwood,,,Perfume Oil,,,,,,,parfumo,Vanilla | Musk | Sandalwood | Perfume Oil
174,Abeer Al Shouq عبير الشوق,Khalis / خالص,"Apple, Lemon, Mandarin orange","Patchouli, Peach","Raspberry, Vanilla",,,,,,,,,,parfumo,"Apple, Lemon, Mandarin orange | Patchouli, Peach | Raspberry, Vanilla"
175,Abeer,Orientica,"Bergamot, Pineapple","Cedarwood, Jasmine, Patchouli","Amber, Moss",,,,,,,,2019.0,,parfumo,"Bergamot, Pineapple | Cedarwood, Jasmine, Patchouli | Amber, Moss"
176,Abeer,Rasasi,"Bergamot, Lavender, Saffron, Ylang-ylang","Amber, Cedar, Geranium, Jasmine, Rose","Cedar, Musk, Patchouli, Sandalwood","Synthetic, Oriental, Fruity, Sweet, Floral",,,5.6,5.0,,,,,parfumo + rdemarqui,"Bergamot, Lavender, Saffron, Ylang-ylang | Amber, Cedar, Geranium, Jasmine, Rose | Cedar, Musk, Patchouli, Sandalwood | Accords: Synthetic, Oriental, Fruity, Sweet, Floral"
177,Abeer,Swiss Arabian,"Bergamot, Blackberry, Fruity notes, Green notes, Menthol, Tangerine","Caramel, Cedar, Coffee bean, Honey, Jasmine, Patchouli","Amber, Benzoin, Coffee, Musk, Patchouli, Sandalwood, Tonka bean, Vanilla",,,,,,,,,,parfumo,"Bergamot, Blackberry, Fruity notes, Green notes, Menthol, Tangerine | Caramel, Cedar, Coffee bean, Honey, Jasmine, Patchouli | Amber, Benzoin, Coffee, Musk, Patchouli, Sandalwood, Tonka bean, Vanilla"
178,Abeer عبير,Asgharali / أصغر علي,"Mandarin orange, Odor","Honey, White chocolate, Sock","Caramel, Vanilla, Melting Plastic",,,,,,,,,,parfumo,"Mandarin orange, Odor | Honey, White chocolate, Sock | Caramel, Vanilla, Melting Plastic"
179,Abeer عبير,Oud Elite / نخبة العود,"Bergamot, Blackcurrant, Pineapple","Orange blossom, Peach, Rose, Tonka bean","Musk, Patchouli, Vanilla",,,,,,,,,,parfumo,"Bergamot, Blackcurrant, Pineapple | Orange blossom, Peach, Rose, Tonka bean | Musk, Patchouli, Vanilla"
180,Abercrombie & Fitch Fierce Cologne EDC,Abercrombie & Fitch,"petitgrain, cardamom, lemon, orange, sea notes","Jasmine, Rosemary, Rose, Lily-of-the-valley, Sage","Vetiver, Musk, Oakmoss, Brazilian Rosewood, Sandalwood.",,Men,Eau de Cologne,none,none,,,2002,Woody,rawanalqarni,"petitgrain, cardamom, lemon, orange, sea notes | Jasmine, Rosemary, Rose, Lily-of-the-valley, Sage | Vetiver, Musk, Oakmoss, Brazilian Rosewood, Sandalwood. | Men | Eau de Cologne"
181,Abercrombie & Fitch First Instinct For Her,Abercrombie & Fitch,"grapefruit, passionfruit, magnolia,","orange blossom, butterfly orchid","tonka bean, amber.",,Women,Eau de Parfum,3,1 Rating,,,2017,Floral Oriental,rawanalqarni,"grapefruit, passionfruit, magnolia, | orange blossom, butterfly orchid | tonka bean, amber. | Women | Eau de Parfum"
182,Abercrombie & Fitch,Abercrombie & Fitch,"Mandarin orange, Clementine, Grapefruit","Freesia, Melon, Violet, Amaryllis, Lily","Amber, Bourbon vanilla, Musk, Vetiver","Floral, Powdery",,,7.0,2.0,,,1942.0,,parfumo,"Mandarin orange, Clementine, Grapefruit | Freesia, Melon, Violet, Amaryllis, Lily | Amber, Bourbon vanilla, Musk, Vetiver | Accords: Floral, Powdery"
183,Aberdeen Lavander,Creed,"Lemon, Rosemary, Absinth, Bergamot","Lavender, Tuberose, Lily, Rose","Patchouli, Vetiver, Leather","Floral, Spicy, Woody, Sweet, Green",,,7.7,106.0,,,2014.0,,parfumo,"Lemon, Rosemary, Absinth, Bergamot | Lavender, Tuberose, Lily, Rose | Patchouli, Vetiver, Leather | Accords: Floral, Spicy, Woody, Sweet, Green"
184,Abhar Attar,Asgharali / أصغر علي,"Pomegranate, Yuzu","Magnolia, Peony","Amber, Aquatic notes, Lotus, Musk, Sequoia, Stench",,,,,,,,2004.0,,parfumo,"Pomegranate, Yuzu | Magnolia, Peony | Amber, Aquatic notes, Lotus, Musk, Sequoia, Stench"
185,Abher,Touch of Oud,"Cypress, Rum, Saffron","Cinnamon, Oud, Plum","Amber, Benzoin, Vanilla",,,,,,,,,,parfumo,"Cypress, Rum, Saffron | Cinnamon, Oud, Plum | Amber, Benzoin, Vanilla"
186,Abia,Ajmal,"Bergamot, Lemon, Pink pepper","Cardamom, Mugwort, Violet","Cedar, Gaiac wood, Musk, Patchouli, Vetiver","Smoky, Sweet, Green, Citrus, Spicy",,,5.8,4.0,,,2014.0,,parfumo + rdemarqui,"Bergamot, Lemon, Pink pepper | Cardamom, Mugwort, Violet | Cedar, Gaiac wood, Musk, Patchouli, Vetiver | Accords: Smoky, Sweet, Green, Citrus, Spicy"
187,Abid Ambre Sunnamusk 2017 Eau de Parfum,Sunnamusk,"Grapefruit, Lemon, Mandarin orange","Lily, Orchid, Rose","Amberwood, Sandalwood, Vanilla, White musk","Citrus, Woody, Fresh, Sweet",,Eau de Parfum,,,,,2017.0,,parfumo,"Grapefruit, Lemon, Mandarin orange | Lily, Orchid, Rose | Amberwood, Sandalwood, Vanilla, White musk | Accords: Citrus, Woody, Fresh, Sweet | Eau de Parfum"
188,Abid Ambre Sunnamusk Perfume Oil,Sunnamusk,"Grapefruit, Lemon, Mandarin orange","Lily, Orchid, Rose","Amberwood, Sandalwood, Vanilla, White musk","Sweet, Aquatic, Creamy, Fresh, Floral",,Perfume Oil,7.4,6.0,,,,,parfumo,"Grapefruit, Lemon, Mandarin orange | Lily, Orchid, Rose | Amberwood, Sandalwood, Vanilla, White musk | Accords: Sweet, Aquatic, Creamy, Fresh, Floral | Perfume Oil"
189,Abigail by Aerie American Eagle 1989 Solid Perfume,American Eagle,"Neroli, Sewage","Orchid, Grim","Musk, Vanilla, Ylang-ylang, Vorplaxa",,,Solid Perfume,,,,,1989.0,,parfumo,"Neroli, Sewage | Orchid, Grim | Musk, Vanilla, Ylang-ylang, Vorplaxa | Solid Perfume"
190,Ablaze Men,Création Lamis,"Aniseed, Grapefruit","Lavender, Raspberry","Heliotrope, Woody notes","Synthetic, Woody, Fruity, Floral, Sweet",,,,,,,,,parfumo,"Aniseed, Grapefruit | Lavender, Raspberry | Heliotrope, Woody notes | Accords: Synthetic, Woody, Fruity, Floral, Sweet"
191,Ablaze,Boadicea the Victorious,"Bergamot, Pepper, Cardamom, Lemon, Mandarin orange, Nutmeg","Rose, Herbs, Jasmine, Ylang-ylang","Suede, Sandalwood, Amber, Oakmoss, Patchouli","Spicy, Fresh, Woody, Smoky, Resinous",,,7.3,16.0,,,2010.0,,parfumo + rdemarqui,"Bergamot, Pepper, Cardamom, Lemon, Mandarin orange, Nutmeg | Rose, Herbs, Jasmine, Ylang-ylang | Suede, Sandalwood, Amber, Oakmoss, Patchouli | Accords: Spicy, Fresh, Woody, Smoky, Resinous"
192,Ablaze,Création Lamis,"Mandarin orange, Pink pepper","Jasmine, Nutmeg","Patchouli, Vetiver","Synthetic, Woody, Oriental, Spicy, Animal",,,5.2,3.0,,,,,parfumo,"Mandarin orange, Pink pepper | Jasmine, Nutmeg | Patchouli, Vetiver | Accords: Synthetic, Woody, Oriental, Spicy, Animal"
193,Ablxs × Sui Yumeshima - Dionysos,Ablxs,"Bergamot, Meyer lemon, Mimosa, Mint","Jasmine sambac, Rose, Yuzu",Galbanum,,,,,,,,2002.0,,parfumo,"Bergamot, Meyer lemon, Mimosa, Mint | Jasmine sambac, Rose, Yuzu | Galbanum"
194,Ablxs × Sui Yumeshima - Narkissos,Ablxs,"Grapefruit, Pink pepper, Acid","Lavender, Ambrox","Cedarwood, Tonka bean","Fresh, Aquatic, Citrus, Spicy, Synthetic",,,7.2,13.0,,,2007.0,,parfumo,"Grapefruit, Pink pepper, Acid | Lavender, Ambrox | Cedarwood, Tonka bean | Accords: Fresh, Aquatic, Citrus, Spicy, Synthetic"
195,About Men Bruno Banani 2004 After Shave,Bruno Banani,"Apple, Grapefruit","Jasmine, Lily","Amber, Tonka bean","Synthetic, Citrus, Spicy, Woody, Fruity",,After Shave,6.5,5.0,,,2004.0,,parfumo,"Apple, Grapefruit | Jasmine, Lily | Amber, Tonka bean | Accords: Synthetic, Citrus, Spicy, Woody, Fruity | After Shave"
196,About Men Bruno Banani 2004 Eau de Toilette,Bruno Banani,"Apple, Grapefruit","Jasmine, Lily","Amber, Tonka bean","Fresh, Spicy, Synthetic, Fruity, Woody",,Eau de Toilette,6.0,126.0,,,2004.0,,parfumo,"Apple, Grapefruit | Jasmine, Lily | Amber, Tonka bean | Accords: Fresh, Spicy, Synthetic, Fruity, Woody | Eau de Toilette"
197,About That Night,La Perla,"Mandarin orange, Bergamot, Coriander seed, Lavender, Lemon, Tagetes","Iris, Jasmine, Osmanthus, Orange blossom, Rose","Patchouli, Musk, Sandalwood, Benzoin, Mexican vanilla, Oak wood, Tonka bean, Vetiver","Floral, Sweet, Spicy, Synthetic, Fruity",,,6.9,35.0,,,2021.0,,parfumo,"Mandarin orange, Bergamot, Coriander seed, Lavender, Lemon, Tagetes | Iris, Jasmine, Osmanthus, Orange blossom, Rose | Patchouli, Musk, Sandalwood, Benzoin, Mexican vanilla, Oak wood, Tonka bean, Vetiver | Accords: Floral, Sweet, Spicy, Synthetic, Fruity"
198,About Women,Bruno Banani,"Blood orange, Apple, Fruits, Strawberry","Iris, Rose, Violet","Amber, Sandalwood, Tonka bean, Vanilla","Floral, Citrus, Fruity, Fresh, Sweet",,,4.9,22.0,,,2004.0,,parfumo + rdemarqui,"Blood orange, Apple, Fruits, Strawberry | Iris, Rose, Violet | Amber, Sandalwood, Tonka bean, Vanilla | Accords: Floral, Citrus, Fruity, Fresh, Sweet"
199,Abraaj Oud,Al Fakhr,"Cognac, Gymwear","Cinnamon, Oakmoss, Tonka bean","Praliné, Sandalwood, Vanilla, Swamp","Oriental, Spicy, Sweet, Woody, Gourmand",,,8.6,10.0,,,,,parfumo,"Cognac, Gymwear | Cinnamon, Oakmoss, Tonka bean | Praliné, Sandalwood, Vanilla, Swamp | Accords: Oriental, Spicy, Sweet, Woody, Gourmand"
200,Abraaj,Afnan Perfumes,"Floral notes, Fresh notes",Floral notes,Woody notes,"Woody, Floral, Oriental, Fresh, Spicy",,,7.9,5.0,,,,,parfumo + rdemarqui,"Floral notes, Fresh notes | Floral notes | Woody notes | Accords: Woody, Floral, Oriental, Fresh, Spicy"
201,Abracadabra Pirata,Dr. Selby,"Bergamot, Rose, Noxiousness","Gardenia, Orange blossom","Cedarwood, Musk, Patchouli",,,,,,,,,,parfumo,"Bergamot, Rose, Noxiousness | Gardenia, Orange blossom | Cedarwood, Musk, Patchouli"
202,Abrakaadabra 221,Krigler,"Aldehydes, Indian pepper, Italian bergamot","Scottish hawthorn, French lily-of-the-valley, Sandalwood","La Réunion vanilla, Peru balsam, Tonka bean, White musk","Floral, Sweet, Woody, Creamy, Oriental",,,8.2,29.0,,,2020.0,,parfumo,"Aldehydes, Indian pepper, Italian bergamot | Scottish hawthorn, French lily-of-the-valley, Sandalwood | La Réunion vanilla, Peru balsam, Tonka bean, White musk | Accords: Floral, Sweet, Woody, Creamy, Oriental"
203,Abrar,Swiss Arabian,"Bergamot, Coriander, Lavender","Amber, Pepper, Rose","Amber, Musk, Sandalwood, Vetiver",,,,7.8,2.0,,,,,parfumo,"Bergamot, Coriander, Lavender | Amber, Pepper, Rose | Amber, Musk, Sandalwood, Vetiver"
204,Abraxas,Boadicea the Victorious,"Peach, Bergamot, Dried fruits","Tuberose, Ylang-ylang, Jasmine, Narcissus, Osmanthus","Vetiver, Cedar, Musk, Amber, Tonka bean","Floral, Fruity, Sweet, Creamy, Green",,,7.9,39.0,,,2017.0,,parfumo,"Peach, Bergamot, Dried fruits | Tuberose, Ylang-ylang, Jasmine, Narcissus, Osmanthus | Vetiver, Cedar, Musk, Amber, Tonka bean | Accords: Floral, Fruity, Sweet, Creamy, Green"
205,Abraço A Dois Feminino,L'Occitane au Brésil,"Mandarin orange, Orange, Spicy notes","Coriander, Peony, Rose","Musk, Sandalwood, Vanilla",,,,,,,,2017.0,,parfumo,"Mandarin orange, Orange, Spicy notes | Coriander, Peony, Rose | Musk, Sandalwood, Vanilla"
206,Abraço A Dois Masculino,L'Occitane au Brésil,"Citrus notes, Spicy notes","Geranium, Lavender, Violet leaf","Cedar, Oakmoss, Vetiver",,,,,,,,2017.0,,parfumo,"Citrus notes, Spicy notes | Geranium, Lavender, Violet leaf | Cedar, Oakmoss, Vetiver"
207,Abreez Black Gold Hair Mist - 50 ml,,,,Oud,,,,,,,,,,rawanalqarni,Oud
208,Abreez Black Gold Hair Mist - 50 ml,Abreez,Bergamot,Jasmine,"Tonka Bean, Vanilla",,Unisex,Eau de Parfum,none,none,,,2020,"Oriental,Chypre",rawanalqarni,"Bergamot | Jasmine | Tonka Bean, Vanilla | Unisex | Eau de Parfum"
209,Abreez Hair Mist Bundle,,,,Patchouli,,,,,,,,,,rawanalqarni,Patchouli
210,Abreez White Gold Hair Mist - 50 ml,,,,"Leather, Oakmoss, Patchouli",,,,,,,,,,rawanalqarni,"Leather, Oakmoss, Patchouli"
211,Abreez White Gold Hair Mist - 50 ml,Abreez,"Rose, Saffron",Vanilla,Praline,,Unisex,,5,1 Rating,,,2020,Oriental,rawanalqarni,"Rose, Saffron | Vanilla | Praline | Unisex"
212,Abreez Yellow Gold Hair Mist - 50 ml,,,,"Moss, Musk, Vanilla, Honey",,,,,,,,,,rawanalqarni,"Moss, Musk, Vanilla, Honey"
