event_type,time_of_day,mood,fragrance_id,name,brand,retrieval_text,relevance_score
Business,Night,Subtle,29812,Santal Vanille The 7 Virtues 2021 Eau de Parfum,The 7 Virtues,"Santal Vanille The 7 Virtues 2021 Eau de Parfum by The 7 Virtues | Notes: Coconut milk, Cardamom, Myrrh absolute, Violet | Vanilla, Cedarwood, Frankincense | Sri Lankan sandalwood, Cashmere, Cocoa absolute",0.6
Business,Night,Subtle,794,Agua Brava Puig 1998 Eau de Cologne,Puig,"Agua Brava Puig 1998 Eau de Cologne by Puig | Notes: Bergamot, Grapefruit, Mandarin orange | Cardamom, Star anise, Grebzor | Amber, Musk, Precious woods, Nastiness",0.1
Date Night,Evening,Fresh,7266,California Snow,What We Do Is Secret / A Lab on Fire,"California Snow by What We Do Is Secret / A Lab on Fire | Notes: Chamomile, Black sage, Tea, Sweetgrass | Hay, Rosebud, Jonquil, Cannabis | Cedar, Musk, Soil, Vetiver",0.6
Date Night,Evening,Fresh,1329,Al Wisam Evening,Rasasi,"Al Wisam Evening by Rasasi | Notes: Lavender, Lemon | Galbanum, Blackcurrant, Rose | Musk, Sandalwood",0.3
Date Night,Evening,Fresh,30172,Semi-Bespoke 10,Roja Parfums,"Semi-Bespoke 10 by Roja Parfums | Notes: Aldehydes, Bergamot, Mandarin orange | Peach, Violet, Ylang-ylang, Grasse jasmine, May rose | Ambergris, Cardamom, Cashmere wood, Cinnamon, Coriander, Frankincense, Iris, Sandalwood, Aniseed, Castoreum, Cedarwood, Clove, Myrrh, Oakmoss, Patchouli, Vanilla, Vetiver",0.2
Date Night,Evening,Fresh,15806,Gilio,Salvatore Ferragamo,"Gilio by Salvatore Ferragamo | Notes: Rose, Lilac, Infestation | Cedarwood, Iris | Mysore sandalwood, Vanilla",0.4
Date Night,Evening,Fresh,14172,Feels Like Summer Men,s.Oliver,"Feels Like Summer Men by s.Oliver | Notes: Lemon, Peppermint, Rhubarb | Geranium, Ginger, Lavender | Ambrox, Musk, Vetiver",0.7
Date Night,Evening,Mysterious,737,After Midnight Gold,Avroy Shlain,"After Midnight Gold by Avroy Shlain | Notes: Lavender, Bergamot, Nutmeg, Cinnamon, Mandarin orange, Petitgrain, Rosemary, Bregnotrix | Geranium, Green notes, Rosewood, Carnation, Pine needle, Moplonk | Oakmoss, Balsam fir, Tonka bean, Vetiver, Amber, Cedar, Leather, Musk",0.7
Date Night,Evening,Mysterious,3838,Aubusson Couleurs,Aubusson,"Aubusson Couleurs by Aubusson | Notes: Apple, Grape | Orris root, Patchouli, Drenzlor | Amber, Balsam, Musk, Vanilla",0.3
Date Night,Evening,Mysterious,20910,Lacoste Red Lacoste 2004 Lotion Après Rasage,Lacoste,"Lacoste Red Lacoste 2004 Lotion Après Rasage by Lacoste | Notes: Green apple, Arborvitae | Jasmine, Cedar leaf, Siberian stone pine | White musk, Patchouli, Vetiver",0.2
Date Night,Evening,Mysterious,23770,Michael for Men Michael Kors for Men Michael Kors 2001 Eau de Toilette,Michael Kors,"Michael for Men Michael Kors for Men Michael Kors 2001 Eau de Toilette by Michael Kors | Notes: Elemi resin, Cardamom, Coriander, Star anise, Tarragon, Thyme, Bergamot | Suede, Frankincense, Pipe tobacco | Sandalwood, Dried fruits, Plum, Patchouli",0.8
Date Night,Evening,Mysterious,5463,Black Label Women,s.Oliver,"Black Label Women by s.Oliver | Notes: Peach, Mandarin orange, Orange | Jasmine, Lilac, Rose | Cedarwood, Musk, Vanilla",0.1
Wedding,Afternoon,Bold,11658,Donna South Beach Essence,Sergio Tacchini,"Donna South Beach Essence by Sergio Tacchini | Notes: Bergamot, Lotus, Pineapple, Waterlily | Jasmine, Lily of the valley | Amber, Musk, Sandalwood, Vanilla",0.3
Wedding,Afternoon,Bold,32082,The Finest Oud EDP - 100 ml,COZY,"The Finest Oud EDP - 100 ml by COZY | Notes: Lemon | Raspberry | Amber, Musk, Sandalwood",0.2
Wedding,Afternoon,Bold,20220,L'Air du Temps Nuit Pourpre,Nina Ricci,"L'Air du Temps Nuit Pourpre by Nina Ricci | Notes: Jasmine, Pink pepper, Violet | Iris, Leather | Cedarwood, Patchouli, Styrax",0.6
Wedding,Afternoon,Bold,6463,Botica 214 - Dark Mint,O Boticário,"Botica 214 - Dark Mint by O Boticário | Notes: Bergamot, Moroccan mint, Pear | Atlas cedar Orpur®, Lavender, Violet leaf, Ylang-ylang | Amber Xtreme™, Cashmeran, Tonka bean",0.4
Wedding,Afternoon,Bold,35019,White Tea Vanilla Orchid,Elizabeth Arden,"White Tea Vanilla Orchid by Elizabeth Arden | Notes: Primofiore lemon, Bergamot, Quince, Elemi resin | Vanilla orchid, Jasmine, Gardenia, White tea | Amber, Musk, Vanilla, Ambrette seed, Florentine iris",0.7
Casual,Morning,Bold,25835,O - The Exclusive Parfum,Roja Parfums,"O - The Exclusive Parfum by Roja Parfums | Notes: Bergamot | Geranium, Raspberry, Orange blossom, Violet, Grasse jasmine, May rose | Oud, Cashmere wood, Leather, Pink pepper, Saffron, Ambergris, Amyris, Birch, Cedarwood, Cypriol, Elemi resin, Labdanum, Musk, Oakmoss, Patchouli, Sandalwood, Vanilla",0.3
Casual,Morning,Bold,8783,Cinéma Yves Saint Laurent 2004 Eau de Parfum,Yves Saint Laurent,"Cinéma Yves Saint Laurent 2004 Eau de Parfum by Yves Saint Laurent | Notes: Almond, Clementine, Cyclamen | Jasmine sambac, Amaryllis | Vanilla, Amber, White musk",0.6
Casual,Morning,Bold,26252,Orange Discrète,Le Labo,"Orange Discrète by Le Labo | Notes: Bergamot, Galbanum, Mandarin orange zest, Petitgrain | Cyclamen, Jasmine, Orange blossom | Cedarwood, Musk, Sandalwood, Vetiver",0.8
Casual,Morning,Bold,1024,Ajwaak Fajr Freshener - 500 ml,Ajwaak,"Ajwaak Fajr Freshener - 500 ml by Ajwaak | Notes: Vanilla | Musk, Cranberry | Rose and Fruity Blossom",0.7
Casual,Morning,Bold,16309,Golden State Warriors (NBA),Okaia,"Golden State Warriors (NBA) by Okaia | Notes: Bergamot, Elemi resin, Ginger, Mandarin orange | Cypress, Geranium, Marine notes, Mugwort | Cedarwood, Moss, Musk",0.4
Business,Night,Warm,9754,Cool Water Parfum for Her,Davidoff,Cool Water Parfum for Her by Davidoff | Notes: Rose | Haitian vetiver | Tonka bean,0.6
Business,Night,Warm,11719,Dr. Vranjes Firenze Ambra Candle - 200 g,Dr. Vranjes Firenze,Dr. Vranjes Firenze Ambra Candle - 200 g by Dr. Vranjes Firenze | Notes: Sandalwood,0.8
Business,Night,Warm,34578,VIP Club - Addictive Oriental,Mercedes-Benz,"VIP Club - Addictive Oriental by Mercedes-Benz | Notes: Paradisone®, Lemon zest, Mint | Fig leaf, Lavender, Clary sage | Tonka bean, Cashmere wood, Sandalwood",0.7
Business,Night,Warm,23383,Marte Battistoni Après Rasage,Battistoni,"Marte Battistoni Après Rasage by Battistoni | Notes: Grapefruit, Mandarin orange, Marine notes, Chemical | Jasmine, Laurel | Gaiac wood, Patchouli, Sewage",0.1
Business,Night,Warm,19786,Kasbah,19-69,"Kasbah by 19-69 | Notes: Lemon zest, Red berries, Orange | Mango, Praliné | Sandalwood, Cinnamon, Vanilla",0.3
Festival,Afternoon,Bold,22261,Lootah Bu Sultan Fragrant Oil,Lootah,Lootah Bu Sultan Fragrant Oil by Lootah | Notes: Lily | Oud | Wood,0.6
Festival,Afternoon,Bold,34475,Vierges et Toreros,Etat Libre d'Orange,"Vierges et Toreros by Etat Libre d'Orange | Notes: Cardamom, Bergamot, Pepper | Tuberose, Ylang-ylang | Leather, Patchouli, Vetiver",0.8
Festival,Afternoon,Bold,34363,Victoria's Secret Fearless,Victoria's Secret,Victoria's Secret Fearless by Victoria's Secret | Notes: Unknown | Unknown | Unknown,0.3
Festival,Afternoon,Bold,8656,Christos,Giardini di Toscana,"Christos by Giardini di Toscana | Notes: Frankincense, Amber Xtreme™, Bergamot | Patchouli, Cistus, Rose | Frankincense, Amber, Benzoin, Pink pepper, Sandalwood, Vanilla",0.7
Festival,Afternoon,Bold,14241,Fen Al Arab Al Fares / الفارس Eau de Parfum,Al Fares / الفارس,"Fen Al Arab Al Fares / الفارس Eau de Parfum by Al Fares / الفارس | Notes: Blackcurrant, Grapefruit, Pink pepper, Pungency | Bulgarian rose, Jasmine, Lily of the valley, Turkish rose, Glimzorith | Amber, Violet, White musk, Fume",0.9
